id;Full_name;Department;Hora_entrada;Hora_salida;worked_hours;dias_trabajados;Horas_extra_diurnas;Horas_extra_nocturnas;Ausencias;salario_base;Valor_hora_sueldo;pago_horas_extra_diurnas;pago_horas_extra_nocturnas;auxilio_transporte;deduccion_salud;Total_devengado;deduccion_pension;Total_decucciones;Total_neto_a_pagar
467;Geneva Kerkham;Product Management;9:09;16:50;7:41:00;19;12;4;2;16500814;108557.9868;1628369.803;542789.9342;0;660032.56;18671973.74;660032.56;1320065.12;17351908.62
468;Etienne Dearness;Support;8:40;16:50;8:10:00;20;13;6;1;26536382;165852.3875;2695101.297;1243892.906;0;1061455.28;30475376.2;1061455.28;2122910.56;28352465.64
469;Horacio Reynoollds;Legal;9:07;16:33;7:26:00;18;20;13;0;6972241;48418.34028;1210458.507;786798.0295;0;278889.64;8969497.536;278889.64;557779.28;8411718.256
470;Sherwynd Mifflin;Services;8:42;17:02;8:20:00;19;4;9;1;3911701;25734.875;128674.375;289517.3438;0;156468.04;4329892.719;156468.04;312936.08;4016956.639
471;Andeee Sweetnam;Support;8:55;17:37;8:42:00;20;11;8;2;14793923;92462.01875;1271352.758;924620.1875;0;591756.92;16989895.95;591756.92;1183513.84;15806382.11
472;Rem Maulin;Research and Development;9:03;16:58;7:55:00;19;5;11;1;12534205;82461.875;515386.7188;1133850.781;0;501368.2;14183442.5;501368.2;1002736.4;13180706.1
473;Mikol Itzkovwich;Human Resources;8:47;17:28;8:41:00;19;2;15;0;26063406;171469.7763;428674.4408;3215058.306;0;1042536.24;29707138.75;1042536.24;2085072.48;27622066.27
474;Hildy Bothams;Engineering;8:53;16:40;7:47:00;18;2;0;2;20303835;140998.8542;352497.1354;0;0;812153.4;20656332.14;812153.4;1624306.8;19032025.34
475;Cosmo Whorlton;Research and Development;8:41;17:13;8:32:00;20;17;13;0;12459123;77869.51875;1654727.273;1265379.68;0;498364.92;15379229.95;498364.92;996729.84;14382500.11
476;Mildrid Rickford;Accounting;8:44;17:12;8:28:00;18;8;5;2;14398674;99990.79167;999907.9167;624942.4479;0;575946.96;16023524.36;575946.96;1151893.92;14871630.44
477;Rayshell McCreagh;Human Resources;8:55;17:26;8:31:00;19;0;7;2;15706902;103334.8816;0;904180.2138;0;628276.08;16611082.21;628276.08;1256552.16;15354530.05
478;Henryetta Hoodspeth;Support;9:14;17:37;8:23:00;20;4;2;0;25374032;158587.7;792938.5;396469.25;0;1014961.28;26563439.75;1014961.28;2029922.56;24533517.19
479;Courtenay O'Heaney;Services;9:00;17:04;8:04:00;18;17;7;0;11006166;76431.70833;1624173.802;668777.4479;0;440246.64;13299117.25;440246.64;880493.28;12418623.97
480;Ansley Limmer;Research and Development;8:54;17:08;8:14:00;19;13;14;2;22528704;148215.1579;2408496.316;2593765.263;0;901148.16;27530965.58;901148.16;1802296.32;25728669.26
481;Marin Romanski;Marketing;9:11;16:36;7:25:00;20;11;10;2;10357520;64734.5;890099.375;809181.25;0;414300.8;12056800.63;414300.8;828601.6;11228199.03
482;Delmore Flute;Services;8:47;16:45;7:58:00;20;19;14;0;17320786;108254.9125;2571054.172;1894460.969;0;692831.44;21786301.14;692831.44;1385662.88;20400638.26
483;Randy Skilton;Product Management;9:07;16:51;7:44:00;20;8;14;0;21902903;136893.1438;1368931.438;2395630.016;0;876116.12;25667464.45;876116.12;1752232.24;23915232.21
484;Flinn Jurick;Sales;8:50;17:23;8:33:00;20;12;7;1;2292213;14326.33125;214894.9688;125355.3984;162000;91688.52;2794463.367;91688.52;183377.04;2611086.327
485;Sydney Kubczak;Marketing;9:17;17:19;8:02:00;19;2;3;0;9245289;60824.26974;152060.6743;228091.0115;0;369811.56;9625440.686;369811.56;739623.12;8885817.566
486;Hortensia Corkitt;Support;8:58;16:50;7:52:00;18;17;1;0;18468830;128255.7639;2725434.983;160319.7049;0;738753.2;21354584.69;738753.2;1477506.4;19877078.29
487;Westbrooke Klishin;Marketing;8:53;17:36;8:43:00;19;0;0;1;7403744;48708.84211;0;0;0;296149.76;7403744;296149.76;592299.52;6811444.48
488;Gabie Haswall;Legal;8:53;16:58;8:05:00;19;12;11;0;24297789;159853.875;2397808.125;2197990.781;0;971911.56;28893587.91;971911.56;1943823.12;26949764.79
489;Gardy Hughf;Training;9:05;16:34;7:29:00;20;13;14;0;10593915;66211.96875;1075944.492;1158709.453;0;423756.6;12828568.95;423756.6;847513.2;11981055.75
490;Johanna Fanthom;Human Resources;9:07;17:23;8:16:00;20;13;8;0;21949301;137183.1313;2229225.883;1371831.313;0;877972.04;25550358.2;877972.04;1755944.08;23794414.12
491;Jolie Van Der Walt;Engineering;9:06;16:30;7:24:00;19;16;15;0;20280815;133426.4145;2668528.289;2501745.271;0;811232.6;25451088.56;811232.6;1622465.2;23828623.36
492;Kimberley Brandolini;Research and Development;9:02;16:53;7:51:00;20;1;6;2;9789934;61187.0875;76483.85938;458903.1563;0;391597.36;10325321.02;391597.36;783194.72;9542126.296
493;Clair Manshaw;Legal;8:57;17:29;8:32:00;20;5;7;2;2823672;17647.95;110299.6875;154419.5625;0;112946.88;3088391.25;112946.88;225893.76;2862497.49
494;Henry Andor;Product Management;8:45;17:28;8:43:00;18;11;4;1;20915623;145247.3819;1997151.502;726236.9097;0;836624.92;23639011.41;836624.92;1673249.84;21965761.57
495;Sheelagh Urlich;Human Resources;9:12;17:07;7:55:00;18;2;0;0;1684917;11700.8125;29252.03125;0;162000;67396.68;1876169.031;67396.68;134793.36;1741375.671
496;Gamaliel Spurryer;Product Management;9:12;17:29;8:17:00;18;10;13;1;17432769;121060.8958;1513261.198;1967239.557;0;697310.76;20913269.76;697310.76;1394621.52;19518648.24
497;Palmer Ritter;Legal;8:51;17:34;8:43:00;20;14;12;1;3640187;22751.16875;398145.4531;341267.5313;0;145607.48;4379599.984;145607.48;291214.96;4088385.024
498;Belicia Juara;Accounting;9:12;17:14;8:02:00;20;14;5;2;11929995;74562.46875;1304843.203;466015.4297;0;477199.8;13700853.63;477199.8;954399.6;12746454.03
499;Guthry Ottawell;Sales;9:03;17:13;8:10:00;19;6;1;1;27223191;179099.9408;1343249.556;223874.926;0;1088927.64;28790315.48;1088927.64;2177855.28;26612460.2
500;Rhianon Poyzer;Services;8:57;16:38;7:41:00;19;20;0;0;15670933;103098.2434;2577456.086;0;0;626837.32;18248389.09;626837.32;1253674.64;16994714.45
501;Walsh Kroin;Training;9:07;17:18;8:11:00;20;8;3;2;18689991;116812.4438;1168124.438;438046.6641;0;747599.64;20296162.1;747599.64;1495199.28;18800962.82
502;Yorgo Addekin;Services;8:51;16:59;8:08:00;19;20;0;1;6496520;42740.26316;1068506.579;0;0;259860.8;7565026.579;259860.8;519721.6;7045304.979
503;Thatcher Admans;Accounting;8:58;17:36;8:38:00;20;6;5;1;19138973;119618.5813;897139.3594;747616.1328;0;765558.92;20783728.49;765558.92;1531117.84;19252610.65
504;Gunner Ghirigori;Marketing;8:43;16:37;7:54:00;18;9;4;2;23199859;161110.1319;1812488.984;805550.6597;0;927994.36;25817898.64;927994.36;1855988.72;23961909.92
505;Gian Shasnan;Marketing;9:17;17:06;7:49:00;19;14;14;2;2135124;14046.86842;245820.1974;245820.1974;162000;85404.96;2788764.395;85404.96;170809.92;2617954.475
506;Alvira Allcoat;Legal;9:04;16:48;7:44:00;19;2;12;2;17330140;114014.0789;285035.1974;1710211.184;0;693205.6;19325386.38;693205.6;1386411.2;17938975.18
507;Prent Croxley;Engineering;9:10;16:41;7:31:00;20;10;11;1;7780087;48625.54375;607819.2969;668601.2266;0;311203.48;9056507.523;311203.48;622406.96;8434100.563
508;Hali Bordiss;Business Development;8:42;16:59;8:17:00;19;0;8;0;22940635;150925.2303;0;1509252.303;0;917625.4;24449887.3;917625.4;1835250.8;22614636.5
509;Paton Shallow;Training;8:52;16:35;7:43:00;18;9;11;0;3934945;27326.00694;307417.5781;375732.5955;0;157397.8;4618095.174;157397.8;314795.6;4303299.574
510;Ingrim Ayars;Support;9:07;17:10;8:03:00;19;10;14;0;27255398;179311.8289;2241397.862;3137957.007;0;1090215.92;32634752.87;1090215.92;2180431.84;30454321.03
511;Armand Lowdyane;Marketing;8:44;17:35;8:51:00;20;5;12;0;8900531;55628.31875;347676.9922;834424.7813;0;356021.24;10082632.77;356021.24;712042.48;9370590.293
512;Kippy Beddo;Accounting;8:45;17:32;8:47:00;19;16;1;1;7878366;51831.35526;1036627.105;64789.19408;0;315134.64;8979782.299;315134.64;630269.28;8349513.019
513;Zak Fury;Marketing;9:17;17:04;7:47:00;18;4;3;2;1606133;11153.70139;55768.50694;41826.38021;162000;64245.32;1865727.887;64245.32;128490.64;1737237.247
514;Reinwald Chestnut;Human Resources;9:07;17:17;8:10:00;18;8;1;2;11212965;77867.8125;778678.125;97334.76563;0;448518.6;12088977.89;448518.6;897037.2;11191940.69
515;Randa Wroughton;Accounting;9:19;17:15;7:56:00;20;10;1;1;17319462;108246.6375;1353082.969;135308.2969;0;692778.48;18807853.27;692778.48;1385556.96;17422296.31
516;Germain Crinidge;Business Development;9:15;17:28;8:13:00;20;6;2;1;19823206;123895.0375;929212.7813;309737.5938;0;792928.24;21062156.38;792928.24;1585856.48;19476299.9
517;Della Aslum;Sales;9:19;16:56;7:37:00;20;5;0;2;2038297;12739.35625;79620.97656;0;162000;81531.88;2279917.977;81531.88;163063.76;2116854.217
518;Zedekiah Sutherden;Support;9:01;17:21;8:20:00;19;19;15;0;6143301;40416.45395;959890.7813;757808.5115;0;245732.04;7861000.293;245732.04;491464.08;7369536.213
519;Tobit Snelgar;Support;9:08;16:30;7:22:00;18;1;6;1;27062423;187933.4931;234916.8663;1409501.198;0;1082496.92;28706841.06;1082496.92;2164993.84;26541847.22
520;Padgett Nesbitt;Support;8:49;16:39;7:50:00;20;17;13;0;22172368;138577.3;2944767.625;2251881.125;0;886894.72;27369016.75;886894.72;1773789.44;25595227.31
521;Derrick de Savery;Product Management;8:57;17:25;8:28:00;19;4;2;0;24184282;159107.1184;795535.5921;397767.7961;0;967371.28;25377585.39;967371.28;1934742.56;23442842.83
522;Corena Nind;Research and Development;9:09;17:20;8:11:00;18;0;15;0;28254808;196213.9444;0;3679011.458;0;1130192.32;31933819.46;1130192.32;2260384.64;29673434.82
523;Westbrook Bolsover;Human Resources;8:54;16:32;7:38:00;18;18;11;2;1624255;11279.54861;253789.8438;155093.7934;162000;64970.2;2195138.637;64970.2;129940.4;2065198.237
524;Iain Martinez;Support;9:14;16:31;7:17:00;18;20;0;2;14399996;99999.97222;2499999.306;0;0;575999.84;16899995.31;575999.84;1151999.68;15747995.63
525;Rasia Glusby;Product Management;9:09;17:07;7:58:00;20;1;8;2;26689441;166809.0063;208511.2578;1668090.063;0;1067577.64;28566042.32;1067577.64;2135155.28;26430887.04
526;Thain Duro;Engineering;9:13;16:52;7:39:00;19;2;2;2;4579471;30128.09868;75320.24671;75320.24671;0;183178.84;4730111.493;183178.84;366357.68;4363753.813
527;Thatcher Joiner;Accounting;9:01;16:46;7:45:00;19;2;12;0;1599143;10520.67763;26301.69408;157810.1645;162000;63965.72;1945254.859;63965.72;127931.44;1817323.419
528;Alina Edworthye;Support;9:16;16:49;7:33:00;18;19;9;1;7147246;49633.65278;1178799.253;558378.5938;0;285889.84;8884423.847;285889.84;571779.68;8312644.167
529;Christiane Spirritt;Legal;8:43;16:33;7:50:00;18;17;4;2;26896550;186781.5972;3969108.941;933907.9861;0;1075862;31799566.93;1075862;2151724;29647842.93
530;Wendie Jakeway;Business Development;8:49;16:39;7:50:00;18;14;10;2;12315704;85525.72222;1496700.139;1069071.528;0;492628.16;14881475.67;492628.16;985256.32;13896219.35
531;Gilbertine Clulee;Research and Development;8:52;17:11;8:19:00;19;16;1;1;11805834;77669.96053;1553399.211;97087.45066;0;472233.36;13456320.66;472233.36;944466.72;12511853.94
532;Algernon Cressingham;Business Development;9:06;16:54;7:48:00;19;15;2;1;27417192;180376.2632;3382054.934;450940.6579;0;1096687.68;31250187.59;1096687.68;2193375.36;29056812.23
533;Reed De Beauchamp;Training;8:41;17:10;8:29:00;19;0;5;2;15745379;103588.0197;0;647425.1234;0;629815.16;16392804.12;629815.16;1259630.32;15133173.8
534;Eda Binnes;Human Resources;9:03;17:39;8:36:00;18;8;15;2;11649667;80900.46528;809004.6528;1516883.724;0;465986.68;13975555.38;465986.68;931973.36;13043582.02
535;Matthew Berrie;Legal;9:12;17:00;7:48:00;18;3;11;0;13776599;95670.82639;358765.599;1315473.863;0;551063.96;15450838.46;551063.96;1102127.92;14348710.54
536;Brittney Race;Human Resources;9:07;17:01;7:54:00;18;14;7;0;18041009;125284.7847;2192483.733;1096241.866;0;721640.36;21329734.6;721640.36;1443280.72;19886453.88
537;Toddie Stollen;Marketing;8:54;17:35;8:41:00;19;19;10;2;6383545;41997.00658;997428.9063;524962.5822;0;255341.8;7905936.488;255341.8;510683.6;7395252.888
538;Tory Peart;Business Development;8:57;17:01;8:04:00;18;16;1;1;6180710;42921.59722;858431.9444;53651.99653;0;247228.4;7092793.941;247228.4;494456.8;6598337.141
539;Woodie Kaasman;Support;9:02;17:36;8:34:00;18;11;14;0;11115252;77189.25;1061352.188;1350811.875;0;444610.08;13527416.06;444610.08;889220.16;12638195.9
540;Gifford Wilsdon;Accounting;8:40;17:04;8:24:00;20;14;11;0;23518666;146991.6625;2572354.094;2021135.359;0;940746.64;28112155.45;940746.64;1881493.28;26230662.17
541;Natty Whiffen;Product Management;9:02;17:02;8:00:00;18;12;14;2;10913972;75791.47222;1136872.083;1326350.764;0;436558.88;13377194.85;436558.88;873117.76;12504077.09
542;Verne Heathwood;Sales;8:54;16:40;7:46:00;18;0;15;0;7294099;50653.46528;0;949752.474;0;291763.96;8243851.474;291763.96;583527.92;7660323.554
543;Roberta Flemmich;Legal;9:00;17:05;8:05:00;18;11;6;2;26250201;182293.0625;2506529.609;1367197.969;0;1050008.04;30123928.58;1050008.04;2100016.08;28023912.5
544;Tonie Gabotti;Services;9:18;16:38;7:20:00;20;12;12;1;10494459;65590.36875;983855.5313;983855.5313;0;419778.36;12462170.06;419778.36;839556.72;11622613.34
545;Gillian Kleingrub;Accounting;8:46;16:37;7:51:00;18;0;4;0;19333612;134261.1944;0;671305.9722;0;773344.48;20004917.97;773344.48;1546688.96;18458229.01
546;Dode Mallows;Marketing;9:19;17:16;7:57:00;19;6;6;0;14354689;94438.74342;708290.5757;708290.5757;0;574187.56;15771270.15;574187.56;1148375.12;14622895.03
547;Neel Van der Kruis;Accounting;8:52;17:08;8:16:00;18;15;0;0;7924343;55030.15972;1031815.495;0;0;316973.72;8956158.495;316973.72;633947.44;8322211.055
548;Toddy Tames;Human Resources;9:14;16:39;7:25:00;18;3;0;2;11185933;77680.09028;291300.3385;0;0;447437.32;11477233.34;447437.32;894874.64;10582358.7
549;Peta Garie;Engineering;8:48;17:25;8:37:00;19;4;13;0;8771011;57704.01974;288520.0987;937690.3207;0;350840.44;9997221.419;350840.44;701680.88;9295540.539
550;Leisha Eaglesham;Services;8:44;17:02;8:18:00;19;19;12;2;3740808;24610.57895;584501.25;369158.6842;0;149632.32;4694467.934;149632.32;299264.64;4395203.294
551;Cassi Cranstoun;Research and Development;9:05;16:53;7:48:00;19;10;4;2;18788617;123609.3224;1545116.53;618046.6118;0;751544.68;20951780.14;751544.68;1503089.36;19448690.78
552;Zacharie Wenzel;Business Development;9:04;17:06;8:02:00;19;13;4;1;17731353;116653.6382;1895621.62;583268.1908;0;709254.12;20210242.81;709254.12;1418508.24;18791734.57
553;Emmie Garrod;Research and Development;9:03;16:49;7:46:00;18;17;12;1;17377175;120674.8264;2564340.061;1810122.396;0;695087;21751637.46;695087;1390174;20361463.46
554;Lazare Fritche;Research and Development;9:09;16:42;7:33:00;18;1;13;2;18518609;128601.4514;160751.8142;2089773.585;0;740744.36;20769134.4;740744.36;1481488.72;19287645.68
555;Cloe MacMearty;Human Resources;9:13;17:06;7:53:00;20;9;14;2;3829524;23934.525;269263.4063;418854.1875;0;153180.96;4517641.594;153180.96;306361.92;4211279.674
556;Sutton McMeekin;Research and Development;9:18;17:06;7:48:00;18;15;13;2;22863164;158771.9722;2976974.479;2580044.549;0;914526.56;28420183.03;914526.56;1829053.12;26591129.91
557;Waldo Benninger;Business Development;8:58;17:29;8:31:00;18;15;15;2;16211509;112579.9236;2110873.568;2110873.568;0;648460.36;20433256.14;648460.36;1296920.72;19136335.42
558;Elie MacGaffey;Human Resources;8:56;16:40;7:44:00;19;0;3;1;3234958;21282.61842;0;79809.81908;0;129398.32;3314767.819;129398.32;258796.64;3055971.179
559;Rebecca Sanchiz;Marketing;8:59;16:42;7:43:00;20;1;6;1;2537547;15859.66875;19824.58594;118947.5156;162000;101501.88;2838319.102;101501.88;203003.76;2635315.342
560;Josy Georgiev;Training;8:50;16:59;8:09:00;18;18;8;2;9125586;63372.125;1425872.813;633721.25;0;365023.44;11185180.06;365023.44;730046.88;10455133.18
561;Michal Baudrey;Marketing;9:01;17:20;8:19:00;20;9;9;2;9659695;60373.09375;679197.3047;679197.3047;0;386387.8;11018089.61;386387.8;772775.6;10245314.01
562;Lonnard Bangle;Services;8:48;17:28;8:40:00;20;7;15;1;5980675;37379.21875;327068.1641;700860.3516;0;239227;7008603.516;239227;478454;6530149.516
563;Dona Fairbridge;Services;8:46;16:51;8:05:00;18;8;8;1;17430983;121048.4931;1210484.931;1210484.931;0;697239.32;19851952.86;697239.32;1394478.64;18457474.22
564;Esther Andreopolos;Training;8:51;16:40;7:49:00;20;13;9;2;13369616;83560.1;1357851.625;940051.125;0;534784.64;15667518.75;534784.64;1069569.28;14597949.47
565;Paulie Colbourn;Research and Development;8:56;17:19;8:23:00;19;14;6;2;21469575;141247.2039;2471826.069;1059354.03;0;858783;25000755.1;858783;1717566;23283189.1
566;Alena Froude;Marketing;9:12;17:23;8:11:00;20;8;1;0;28762046;179762.7875;1797627.875;224703.4844;0;1150481.84;30784377.36;1150481.84;2300963.68;28483413.68
567;Maegan Wadwell;Services;9:06;17:30;8:24:00;18;4;9;2;23389531;162427.2986;812136.4931;1827307.109;0;935581.24;26028974.6;935581.24;1871162.48;24157812.12
568;Jonathan Zylbermann;Business Development;8:56;16:33;7:37:00;20;8;7;0;21653378;135333.6125;1353336.125;1184169.109;0;866135.12;24190883.23;866135.12;1732270.24;22458612.99
569;Gabie Aldham;Marketing;9:00;16:35;7:35:00;19;9;15;0;17015027;111940.9671;1259335.88;2098893.133;0;680601.08;20373256.01;680601.08;1361202.16;19012053.85
570;Heindrick Spillett;Engineering;9:15;16:33;7:18:00;19;7;9;2;13050582;85859.09211;751267.0559;965914.7862;0;522023.28;14767763.84;522023.28;1044046.56;13723717.28
571;Julissa Stedell;Marketing;8:43;16:34;7:51:00;19;8;12;1;11597750;76300.98684;763009.8684;1144514.803;0;463910;13505274.67;463910;927820;12577454.67
572;Rakel Collen;Services;9:05;17:37;8:32:00;19;15;1;1;13999065;92099.11184;1726858.347;115123.8898;0;559962.6;15841047.24;559962.6;1119925.2;14721122.04
573;Gretta Hiscoke;Product Management;9:14;16:36;7:22:00;18;7;2;1;24293907;168707.6875;1476192.266;421769.2188;0;971756.28;26191868.48;971756.28;1943512.56;24248355.92
574;Ginelle Battershall;Engineering;9:05;17:23;8:18:00;20;5;8;0;4122659;25766.61875;161041.3672;257666.1875;0;164906.36;4541366.555;164906.36;329812.72;4211553.835
575;Jarrett Housam;Business Development;9:11;16:47;7:36:00;20;4;1;2;6429327;40183.29375;200916.4688;50229.11719;0;257173.08;6680472.586;257173.08;514346.16;6166126.426
576;Julienne Garred;Legal;8:57;16:47;7:50:00;18;10;8;1;17197455;119426.7708;1492834.635;1194267.708;0;687898.2;19884557.34;687898.2;1375796.4;18508760.94
577;Elmira Beresford;Legal;9:04;17:01;7:57:00;20;5;9;2;2994288;18714.3;116964.375;210535.875;0;119771.52;3321788.25;119771.52;239543.04;3082245.21
578;Carina Castellani;Sales;9:09;16:37;7:28:00;20;1;10;0;19792341;123702.1313;154627.6641;1546276.641;0;791693.64;21493245.3;791693.64;1583387.28;19909858.02
579;Cyb Bentson;Support;8:45;17:35;8:50:00;20;12;5;0;22320971;139506.0688;2092591.031;871912.9297;0;892838.84;25285474.96;892838.84;1785677.68;23499797.28
580;Dewitt Temperton;Support;9:14;16:49;7:35:00;18;12;14;0;3001099;20840.96528;312614.4792;364716.8924;0;120043.96;3678430.372;120043.96;240087.92;3438342.452
581;Rachel Almon;Research and Development;9:02;17:34;8:32:00;20;10;8;2;14344970;89656.0625;1120700.781;896560.625;0;573798.8;16362231.41;573798.8;1147597.6;15214633.81
582;Kermy Woodfine;Research and Development;9:01;16:33;7:32:00;20;10;12;0;28539092;178369.325;2229616.563;2675539.875;0;1141563.68;33444248.44;1141563.68;2283127.36;31161121.08
583;Stafford Dellenbroker;Product Management;9:01;16:35;7:34:00;18;2;6;1;4059702;28192.375;70480.9375;211442.8125;0;162388.08;4341625.75;162388.08;324776.16;4016849.59
584;Olympia Tathacott;Services;8:57;16:54;7:57:00;19;7;12;1;7757900;51038.81579;446589.6382;765582.2368;0;310316;8970071.875;310316;620632;8349439.875
585;Sandra Tortoise;Accounting;8:54;16:48;7:54:00;19;16;13;2;21016257;138264.8487;2765296.974;2246803.791;0;840650.28;26028357.76;840650.28;1681300.56;24347057.2
586;Gaylor Blant;Product Management;9:16;17:39;8:23:00;19;11;0;2;5356542;35240.40789;484555.6086;0;0;214261.68;5841097.609;214261.68;428523.36;5412574.249
587;Patience Baseke;Product Management;9:18;16:56;7:38:00;20;14;7;1;27607631;172547.6938;3019584.641;1509792.32;0;1104305.24;32137007.96;1104305.24;2208610.48;29928397.48
588;Jeramey Surmon;Marketing;9:00;17:39;8:39:00;19;19;14;2;18867525;124128.4539;2948050.781;2172247.944;0;754701;23987823.73;754701;1509402;22478421.73
589;Welby Fogel;Accounting;9:05;17:07;8:02:00;19;6;1;2;26628781;175189.3487;1313920.115;218986.6859;0;1065151.24;28161687.8;1065151.24;2130302.48;26031385.32
590;Martita Murfett;Services;9:17;17:16;7:59:00;19;11;15;1;4077031;26822.57237;368810.3701;502923.2319;0;163081.24;4948764.602;163081.24;326162.48;4622602.122
591;Doloritas Rosengarten;Marketing;8:42;16:49;8:07:00;19;12;1;1;14168336;93212.73684;1398191.053;116515.9211;0;566733.44;15683042.97;566733.44;1133466.88;14549576.09
592;Cass Popland;Support;9:08;17:08;8:00:00;18;0;12;2;23843252;165578.1389;0;2483672.083;0;953730.08;26326924.08;953730.08;1907460.16;24419463.92
593;Allissa Alpine;Engineering;8:42;17:21;8:39:00;20;9;6;1;23568120;147300.75;1657133.438;1104755.625;0;942724.8;26330009.06;942724.8;1885449.6;24444559.46
594;Ethelin Dilland;Services;9:17;17:11;7:54:00;20;10;5;1;7056567;44103.54375;551294.2969;275647.1484;0;282262.68;7883508.445;282262.68;564525.36;7318983.085
595;Helsa Butner;Marketing;8:41;16:57;8:16:00;20;18;10;1;26248672;164054.2;3691219.5;2050677.5;0;1049946.88;31990569;1049946.88;2099893.76;29890675.24
596;Sacha Kimbell;Accounting;8:43;16:55;8:12:00;18;7;13;0;26272805;182450.0347;1596437.804;2964813.064;0;1050912.2;30834055.87;1050912.2;2101824.4;28732231.47
597;Sari Childs;Training;8:42;17:08;8:26:00;18;4;11;2;20557021;142757.0903;713785.4514;1962909.991;0;822280.84;23233716.44;822280.84;1644561.68;21589154.76
598;Kin Bonde;Business Development;9:00;17:25;8:25:00;19;17;3;0;6040853;39742.45395;844527.1464;149034.2023;0;241634.12;7034414.349;241634.12;483268.24;6551146.109
599;Timothy Rushsorth;Product Management;9:08;16:52;7:44:00;19;20;2;1;23678061;155776.7171;3894417.928;389441.7928;0;947122.44;27961920.72;947122.44;1894244.88;26067675.84
600;Jabez Fairn;Marketing;8:40;17:15;8:35:00;18;16;15;2;7304060;50722.63889;1014452.778;951049.4792;0;292162.4;9269562.257;292162.4;584324.8;8685237.457
601;Hayes Heining;Support;9:19;17:04;7:45:00;18;0;10;1;25679104;178327.1111;0;2229088.889;0;1027164.16;27908192.89;1027164.16;2054328.32;25853864.57
602;Abbi Gossage;Product Management;9:03;16:52;7:49:00;20;4;1;1;25877050;161731.5625;808657.8125;202164.4531;0;1035082;26887872.27;1035082;2070164;24817708.27
603;Meriel Ben;Sales;8:54;16:35;7:41:00;19;5;2;1;26425763;173853.7039;1086585.65;434634.2599;0;1057030.52;27946982.91;1057030.52;2114061.04;25832921.87
604;Beau Carnachen;Human Resources;8:44;16:43;7:59:00;18;1;4;2;24347640;169080.8333;211351.0417;845404.1667;0;973905.6;25404395.21;973905.6;1947811.2;23456584.01
605;Claudine Allport;Training;9:02;17:22;8:20:00;18;3;15;2;16762440;116405.8333;436521.875;2182609.375;0;670497.6;19381571.25;670497.6;1340995.2;18040576.05
606;Willyt Eliassen;Engineering;9:04;16:50;7:46:00;20;11;11;1;27075215;169220.0938;2326776.289;2326776.289;0;1083008.6;31728767.58;1083008.6;2166017.2;29562750.38
607;Reinhard Butcher;Engineering;9:10;17:03;7:53:00;19;6;14;2;13644243;89764.75658;673235.6743;1570883.24;0;545769.72;15888361.91;545769.72;1091539.44;14796822.47
608;Jacenta Trevna;Support;9:08;16:55;7:47:00;20;15;15;2;28206467;176290.4188;3305445.352;3305445.352;0;1128258.68;34817357.7;1128258.68;2256517.36;32560840.34
609;Winthrop Northfield;Sales;9:08;17:19;8:11:00;20;10;2;1;10420335;65127.09375;814088.6719;162817.7344;0;416813.4;11397241.41;416813.4;833626.8;10563614.61
610;Lana McCurrie;Marketing;8:41;17:26;8:45:00;18;3;10;1;28966258;201154.5694;754329.6354;2514432.118;0;1158650.32;32235019.75;1158650.32;2317300.64;29917719.11
611;Del Viccary;Training;9:17;16:45;7:28:00;18;9;4;0;6335741;43998.20139;494979.7656;219991.0069;0;253429.64;7050711.773;253429.64;506859.28;6543852.493
612;Jeremy Shooter;Sales;8:47;17:04;8:17:00;19;3;8;2;7255790;47735.46053;179007.977;477354.6053;0;290231.6;7912152.582;290231.6;580463.2;7331689.382
613;Dominique Kibblewhite;Engineering;8:43;16:31;7:48:00;18;13;6;1;7897962;54846.95833;891263.0729;411352.1875;0;315918.48;9200577.26;315918.48;631836.96;8568740.3
614;Selma Gracewood;Marketing;9:05;16:41;7:36:00;19;9;5;1;4239199;27889.46711;313756.5049;174309.1694;0;169567.96;4727264.674;169567.96;339135.92;4388128.754
615;Frank Karczinski;Product Management;9:06;17:04;7:58:00;20;16;8;0;7980717;49879.48125;997589.625;498794.8125;0;319228.68;9477101.438;319228.68;638457.36;8838644.078
616;Nelie Cliff;Accounting;9:17;17:21;8:04:00;18;7;10;0;17302764;120158.0833;1051383.229;1501976.042;0;692110.56;19856123.27;692110.56;1384221.12;18471902.15
617;Benson Scales;Services;8:50;17:08;8:18:00;19;18;5;1;25552317;168107.3487;3782415.345;1050670.929;0;1022092.68;30385403.27;1022092.68;2044185.36;28341217.91
618;Russell Spirritt;Human Resources;9:12;16:59;7:47:00;20;8;9;2;27376419;171102.6188;1711026.188;1924904.461;0;1095056.76;31012349.65;1095056.76;2190113.52;28822236.13
619;Tammie Mc Mechan;Product Management;9:18;17:11;7:53:00;19;3;2;2;21234685;139701.875;523882.0313;349254.6875;0;849387.4;22107821.72;849387.4;1698774.8;20409046.92
620;Silva Roller;Business Development;9:13;17:09;7:56:00;18;17;13;1;22715323;157745.2986;3352087.595;2563361.102;0;908612.92;28630771.7;908612.92;1817225.84;26813545.86
621;Ulrike Mozzetti;Business Development;9:02;17:25;8:23:00;20;9;9;1;1312982;8206.1375;92319.04688;92319.04688;162000;52519.28;1659620.094;52519.28;105038.56;1554581.534
